Age,Sex,Job,Credit amount,Duration,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Credit Score,Risk Band
26,0,2,1934,12,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
42,1,3,8318,27,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,487,D - High Risk
27,1,2,1237,6,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
38,0,2,368,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
39,0,1,2122,12,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
20,0,2,2996,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,429,D - High Risk
29,0,3,9034,36,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,487,D - High Risk
40,0,2,1585,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
32,0,1,1301,18,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
28,0,2,1323,6,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
27,1,2,3123,24,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,446,D - High Risk
42,0,2,5493,36,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
49,0,2,1126,9,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,300,D - High Risk
38,0,2,1216,24,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
24,1,2,1207,24,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
27,0,1,1309,10,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
36,0,2,2360,15,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
34,0,3,6850,15,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
28,0,2,1413,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
45,0,3,8588,39,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
26,0,2,759,12,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
32,0,3,4686,36,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
26,0,2,2687,15,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,356,D - High Risk
20,0,2,585,12,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
54,0,2,2255,24,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
37,1,2,609,6,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
40,0,1,1361,6,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
23,1,2,7127,36,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
43,0,2,1203,6,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
36,0,2,700,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
44,0,2,5507,24,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,487,D - High Risk
24,1,2,3190,18,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,461,D - High Risk
53,0,2,7119,48,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
23,1,2,3488,24,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,484,D - High Risk
26,1,1,1113,18,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
30,0,2,7966,26,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
31,1,2,1532,15,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
42,0,1,1503,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
31,0,2,2302,36,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
41,0,1,662,6,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
32,0,2,2273,36,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,300,D - High Risk
28,1,2,2631,15,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,339,D - High Risk
41,0,2,1503,12,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
26,0,2,1311,24,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
25,0,2,3105,24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,449,D - High Risk
33,0,2,2319,21,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,300,D - High Risk
75,1,3,1374,6,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
37,1,2,3612,18,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,485,D - High Risk
42,0,3,7763,48,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
45,1,1,3049,18,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,432,D - High Risk
23,0,2,1534,12,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
60,0,2,2032,24,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
31,0,2,6350,30,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
34,0,1,2864,18,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,403,D - High Risk
61,0,1,1255,12,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
43,0,2,1333,24,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
37,1,2,2022,24,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
32,0,2,1552,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
24,1,1,626,12,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
35,0,2,8858,48,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
23,1,2,996,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,300,D - High Risk
45,0,1,1750,6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
34,0,2,6999,48,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
27,0,2,1995,12,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
67,1,3,1199,9,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,300,D - High Risk
22,0,2,1331,12,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
28,1,2,2278,18,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
29,1,2,5003,21,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
27,0,2,3552,24,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,485,D - High Risk
31,0,1,1928,18,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
49,0,2,2964,24,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,400,D - High Risk
24,0,1,1546,24,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
29,1,2,683,6,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,300,D - High Risk
37,0,2,12389,36,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
37,0,3,4712,24,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,487,D - High Risk
23,1,2,1553,24,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
36,0,2,1372,12,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
34,0,2,2578,24,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,321,D - High Risk
41,0,2,3979,48,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,486,D - High Risk
31,1,2,6758,48,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
23,1,1,3234,24,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,467,D - High Risk
38,0,2,5954,30,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
26,1,3,5433,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
22,1,1,806,15,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
27,0,1,1082,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
24,1,2,2788,15,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,381,D - High Risk
27,1,2,2930,12,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,415,D - High Risk
33,1,2,1927,24,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
27,0,2,2820,36,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,373,D - High Risk
27,0,1,937,24,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
30,0,2,1056,18,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
49,0,1,3124,12,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,453,D - High Risk
26,1,2,1388,9,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
33,0,1,2384,36,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,300,D - High Risk
52,1,3,2133,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
20,1,2,2039,18,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
36,0,2,2799,9,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,379,D - High Risk
21,0,1,1289,12,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
47,0,1,1217,18,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,300,D - High Risk
60,0,2,2246,12,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
58,1,1,385,12,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
42,1,2,1965,24,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
36,1,1,1572,21,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
20,1,1,2718,24,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,366,D - High Risk
40,0,3,1358,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,300,D - High Risk
32,1,1,931,6,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
23,1,2,1442,24,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
36,0,1,4241,24,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,487,D - High Risk
31,0,2,2775,18,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,376,D - High Risk
32,0,2,3863,24,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,486,D - High Risk
45,1,2,2329,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
30,1,2,918,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
34,1,1,1837,24,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,300,D - High Risk
28,1,3,3349,36,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,466,D - High Risk
23,1,2,1275,10,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,300,D - High Risk
22,0,2,2828,24,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,389,D - High Risk
74,0,3,4526,24,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
50,1,2,2671,36,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,314,D - High Risk
33,0,2,2051,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
45,0,2,1300,15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
22,1,2,741,12,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,300,D - High Risk
48,1,1,1240,10,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
29,1,2,3357,21,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,477,D - High Risk
22,1,2,3632,24,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,485,D - High Risk
22,1,2,1808,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
48,0,3,12204,48,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,487,D - High Risk
27,0,3,9157,60,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,487,D - High Risk
37,0,2,3676,6,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,486,D - High Risk
21,1,2,3441,30,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,480,D - High Risk
49,0,1,640,12,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
27,0,2,3652,21,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,486,D - High Risk
32,0,2,1530,18,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
38,0,2,3914,48,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,486,D - High Risk
22,1,2,1858,12,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
65,0,2,2600,18,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,302,D - High Risk
35,0,2,1979,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
41,0,2,2116,6,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,300,D - High Risk
29,0,2,1437,9,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
36,0,2,4042,42,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
64,0,1,3832,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,486,D - High Risk
28,1,2,3660,24,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,486,D - High Risk
44,0,2,1553,18,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
23,0,2,1444,15,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
19,1,2,1980,9,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
25,1,1,1355,24,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
47,0,2,1393,12,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
28,1,2,1376,24,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
21,0,2,15653,60,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
34,1,2,1493,12,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
26,0,2,4370,42,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
27,1,0,750,18,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
38,0,1,1308,15,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,300,D - High Risk
40,0,3,4623,15,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,487,D - High Risk
33,0,2,1851,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
32,0,3,1880,18,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
27,0,2,7980,36,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
32,0,2,4583,30,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
26,1,2,1386,12,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
38,0,2,947,24,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
40,0,1,684,12,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
50,0,3,7476,48,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,487,D - High Risk
37,0,1,1922,12,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
45,0,2,2303,24,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
42,0,3,8086,36,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
35,0,2,2346,24,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
22,0,2,3973,14,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
41,0,1,888,12,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
37,0,2,10222,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
28,1,2,4221,30,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,487,D - High Risk
41,0,2,6361,18,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,487,D - High Risk
23,0,2,1297,12,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,300,D - High Risk
23,0,2,900,12,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
50,0,2,2241,21,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
35,0,3,1050,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
50,1,1,1047,6,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,300,D - High Risk
27,0,3,6314,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,487,D - High Risk
34,0,2,3496,30,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,482,D - High Risk
27,1,2,3609,48,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,484,D - High Risk
43,0,2,4843,12,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
47,0,2,3017,30,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,408,D - High Risk
27,0,1,4139,24,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
31,0,2,5742,36,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
42,0,3,10366,60,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
24,0,2,2080,6,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
41,0,1,2580,21,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,332,D - High Risk
26,1,3,4530,30,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
33,0,2,5150,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
24,0,2,5595,72,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,487,D - High Risk
64,0,1,2384,24,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
26,1,2,1453,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
56,1,2,1538,6,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
37,0,2,2279,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
33,0,2,1478,15,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
47,0,2,5103,24,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
31,0,1,9857,36,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,487,D - High Risk
34,0,2,6527,60,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
27,0,2,1347,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,300,D - High Risk
30,0,2,2862,36,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,382,D - High Risk
35,0,2,2753,9,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,377,D - High Risk
31,0,2,3651,12,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,486,D - High Risk
25,0,2,975,15,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
25,1,1,2631,15,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,359,D - High Risk
29,0,2,2896,24,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,402,D - High Risk
44,0,1,4716,6,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
28,0,2,2284,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
50,0,2,1236,6,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
29,0,2,1103,12,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
38,1,0,926,12,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
24,0,2,1800,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
40,0,3,1905,15,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,300,D - High Risk
29,1,1,1123,12,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
46,0,2,6331,48,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
47,1,2,1377,24,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,300,D - High Risk
41,0,2,2503,30,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,300,D - High Risk
32,1,2,2528,27,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,304,D - High Risk
35,1,2,5324,15,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
24,0,2,6560,48,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
25,1,2,2969,12,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,419,D - High Risk
25,1,2,1206,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
37,0,1,2118,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
32,0,3,629,18,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
35,1,2,1198,6,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
46,0,3,2476,21,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
25,0,1,1138,9,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
27,0,3,14027,60,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
63,0,2,7596,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
40,0,2,3077,30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,429,D - High Risk
32,0,3,1505,18,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
31,0,2,3148,24,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,452,D - High Risk
31,0,2,6148,20,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
34,0,3,1337,9,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,300,D - High Risk
24,1,2,433,6,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,300,D - High Risk
24,1,1,1228,12,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
66,1,1,790,9,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
21,1,2,2570,27,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,316,D - High Risk
41,1,1,250,6,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
47,0,1,1316,15,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
25,1,2,1882,18,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
59,1,2,6416,48,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,487,D - High Risk
36,0,2,1275,24,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,300,D - High Risk
33,0,2,6403,24,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,487,D - High Risk
21,0,1,1987,24,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
44,1,1,760,8,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
28,1,2,2603,24,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,323,D - High Risk
37,1,2,3380,4,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,481,D - High Risk
29,1,0,3990,36,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,487,D - High Risk
23,1,3,11560,24,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
